Aquifer,Top,Bot,Thick_ft,Description
Upper,0,20,20,sand
Upper,20,25,5,sand
Upper,25,30,5,clay
Upper,30,40,10,clay
Upper,40,43,3,sand
Upper,43,50,7,clay
Upper,50,57,7,sand
Upper,57,82,25,clay
Upper,82,84,2,sand
Upper,84,86,2,clay
Upper,86,90,4,clay
Upper,90,100,10,sand
Upper,100,120,20,clay
Lower,120,139,19,sand
Lower,139,147,8,sand
Lower,147,158,11,sand
Lower,160,167,7,clay
Lower,167,181,14,sand
Lower,182,190,8,sand
Lower,190,217,27,clay
Lower,217,217,0,sand
Lower,217,218,1,clay
Lower,218,220,2,clay
Lower,220,222,2,sand
Lower,230,240,10,clay
Lower,240,245,5,sand
Lower,245,250,5,clay
Lower,250,260,10,clay
Lower,260,269,9,sand
Lower,269,280,11,clay
Lower,280,283,3,sand
Lower,283,287,4,clay
Lower,287,293,6,sand
Lower,293,296,3,sand
Lower,296,300,4,clay
Lower,300,305,5,clay
Lower,305,340,35,sand
Lower,340,343,3,sand
Lower,343,347,4,clay
Lower,347,355,8,clay
Lower,355,361,6,clay
Lower,361,383,22,sand
Lower,390,391,1,sand
Lower,391,393,2,clay
Lower,393,396,3,sand
Lower,396,399,3,clay
Lower,399,403,4,sand
Lower,410,420,10,clay
Lower,420,427,7,clay
Lower,430,433,3,sand
Lower,433,436,3,clay
Lower,436,447,11,sand
Lower,447,450,3,sand
Lower,450,453,3,clay
Lower,453,459,6,sand
Lower,459,461,2,clay
Lower,461,463,2,sand
Lower,463,465,2,clay
Lower,465,469,4,clay
Lower,472,476,4,clay
Lower,476,479,3,clay
Lower,479,486,7,sand
Lower,490,500,10,clay
Lower,500,505,5,sand
Lower,505,510,5,clay
Lower,510,520,10,clay
Lower,520,540,20,sand
Lower,540,560,20,sand
Lower,560,580,20,sand
Lower,580,600,20,sand
Lower,601,604,3,sand
Lower,604,608,4,clay
Lower,608,615,7,clay
Lower,615,619,4,sand
Lower,619,623,4,clay
Lower,623,630,7,sand
Lower,630,637,7,clay
Lower,637,641,4,sand
Lower,641,645,4,clay
Lower,645,647,2,sand
Lower,647,650,3,clay
Lower,650,652,2,sand
Lower,652,654,2,clay
Lower,654,656,2,sand
Lower,656,659,3,clay
Lower,659,662,3,sand
Lower,662,665,3,clay
Lower,665,666,1,sand
Lower,666,668,2,clay
Lower,668,669,1,sand
Lower,669,670,1,clay
Lower,670,681,11,sand
Lower,681,693,12,clay
Lower,693,696,3,sand
Lower,696,699,3,clay
Lower,699,702,3,sand
Lower,702,705,3,clay
Lower,705,706,1,sand
Lower,706,708,2,clay
Lower,708,724,16,sand
Lower,724,740,16,clay
Lower,740,744,4,sand
Lower,744,749,5,clay
Lower,749,794,45,sand
Lower,794,840,46,clay
Lower,840,846,6,sand
Lower,846,852,6,clay
Lower,852,860,8,sand
Lower,860,868,8,clay
Lower,868,870,2,sand
Lower,870,872,2,clay
Lower,872,874,2,sand
Lower,874,876,2,clay
Lower,876,877,1,sand
Lower,877,878,1,clay
Lower,878,879,1,sand
Lower,879,881,2,clay
Lower,881,889,8,sand
Lower,889,898,9,clay
Lower,898,904,6,sand
Lower,904,910,6,clay
Lower,910,928,18,sand
Lower,928,946,18,clay
Lower,946,960,14,sand
Lower,960,975,15,clay
Lower,975,981,6,sand
Lower,981,987,6,clay
Lower,987,993,6,sand
Lower,993,999,6,clay
