Aquifer,Top,Bot,Thick_ft,Description
upper aquifer,0,2,2,sand
upper aquifer,2,4,2,clay
upper aquifer,4,10,6,sand
upper aquifer,18,19,1,sand
upper aquifer,19,20,1,clay
upper aquifer,20,25,5,sand
upper aquifer,25,30,5,clay
upper aquifer,30,40,10,sand
upper aquifer,40,43,3,sand
upper aquifer,43,46,3,clay
upper aquifer,46,55,9,clay
upper aquifer,55,57,2,sand
upper aquifer,57,73,16,clay
upper aquifer,73,75,2,sand
upper aquifer,75,78,3,clay
upper aquifer,78,84,6,clay
upper aquifer,84,86,2,sand
upper aquifer,86,88,2,clay
upper aquifer,88,93,5,clay
upper aquifer,93,95,2,sand
upper aquifer,95,97,2,clay
upper aquifer,97,104,7,clay
upper aquifer,104,107,3,clay
upper aquifer,107,152,45,clay
upper aquifer,152,156,4,sand
upper aquifer,156,160,4,clay
upper aquifer,160,164,4,sand
upper aquifer,164,169,5,clay
upper aquifer,169,178,9,sand
upper aquifer,178,188,10,clay
upper aquifer,188,208,20,clay
upper aquifer,208,212,4,sand
upper aquifer,212,217,5,clay
upper aquifer,217,219,2,sand
upper aquifer,219,222,3,clay
upper aquifer,222,233,11,sand
upper aquifer,233,242,9,sand
upper aquifer,242,251,9,clay
upper aquifer,251,272,21,sand
upper aquifer,272,274,2,sand
upper aquifer,274,277,3,clay
upper aquifer,277,279,2,sand
upper aquifer,279,282,3,clay
upper aquifer,282,287,5,sand
upper aquifer,287,293,6,clay
upper aquifer,293,294,1,sand
upper aquifer,294,296,2,clay
upper aquifer,296,298,2,sand
upper aquifer,298,300,2,clay
upper aquifer,300,304,4,sand
upper aquifer,304,308,4,clay
upper aquifer,308,328,20,sand
upper aquifer,328,348,20,clay
upper aquifer,348,355,7,sand
upper aquifer,355,362,7,clay
upper aquifer,362,373,11,sand
upper aquifer,373,385,12,clay
upper aquifer,385,389,4,sand
upper aquifer,389,393,4,clay
upper aquifer,393,395,2,sand
upper aquifer,395,397,2,clay
upper aquifer,397,400,3,sand
upper aquifer,400,403,3,clay
upper aquifer,403,404,1,sand
corcoran,404,405,1,clay
corcoran,405,409,4,sand
corcoran,409,413,4,clay
corcoran,413,414,1,sand
corcoran,414,415,1,clay
corcoran,415,416,1,sand
corcoran,416,418,2,clay
corcoran,418,420,2,sand
corcoran,420,423,3,clay
corcoran,423,428,5,sand
corcoran,428,434,6,clay
corcoran,434,438,4,sand
corcoran,438,442,4,clay
corcoran,442,455,13,sand
corcoran,455,469,14,clay
upper aquifer,469,470,1,sand
upper aquifer,470,471,1,clay
upper aquifer,471,472,1,sand
