Aquifer,Top,Bot,Thick_ft,Description
Upper,1,3,2,sand
Upper,3,5,2,clay
Upper,5,13,8,sand
Upper,13,32,19,clay
Upper,32,35,3,clay
Upper,35,36,1,sand
Upper,36,37,1,clay
Upper,37,38,1,clay
Upper,38,39,1,clay
Upper,39,40,1,sand
Upper,40,42,2,clay
Upper,42,43,1,sand
Upper,43,44,1,clay
Upper,44,45,1,sand
Upper,45,47,2,clay
Upper,49,51,2,sand
Upper,51,53,2,clay
Upper,53,59,6,sand
Upper,65,66,1,sand
Upper,66,67,1,clay
Upper,68,72,4,sand
Upper,72,77,5,clay
Upper,78,79,1,clay
Upper,79,80,1,clay
Upper,80,81,1,sand
Upper,81,82,1,clay
Upper,82,83,1,sand
Upper,83,84,1,clay
Upper,84,85,1,sand
Upper,85,87,2,clay
Upper,89,90,1,clay
Upper,90,91,1,clay
Upper,91,94,3,sand
Upper,94,97,3,clay
Upper,97,98,1,sand
Upper,98,99,1,clay
Upper,99,102,3,sand
Upper,102,105,3,clay
Upper,105,106,1,sand
Upper,106,107,1,clay
Upper,107,108,1,clay
Lower,108,111,3,sand
Lower,111,115,4,clay
Lower,115,116,1,sand
Lower,116,117,1,clay
Lower,117,118,1,clay
Lower,118,120,2,sand
Lower,120,122,2,clay
Lower,122,124,2,sand
Lower,124,126,2,clay
Lower,167,168,1,clay
Lower,168,169,1,sand
Lower,169,170,1,clay
Lower,170,171,1,sand
Lower,171,172,1,clay
Lower,172,173,1,sand
Lower,173,174,1,clay
Lower,177,178,1,clay
Lower,178,179,1,clay
Lower,179,182,3,sand
Lower,182,186,4,clay
Lower,186,187,1,clay
Lower,193,197,4,sand
Lower,197,202,5,clay
Lower,202,203,1,sand
Lower,203,204,1,sand
Lower,204,206,2,clay
Lower,206,207,1,clay
Lower,207,234,27,sand
Lower,234,264,30,sand
Lower,264,274,10,sand
Lower,274,275,1,clay
Lower,275,276,1,sand
Lower,276,278,2,clay
Lower,278,328,50,clay
Lower,328,333,5,sand
Lower,333,348,15,clay
Lower,348,349,1,sand
Lower,349,350,1,clay
Lower,350,374,24,clay
Lower,374,379,5,sand
Lower,379,384,5,clay
Lower,384,399,15,clay
Lower,399,421,22,sand
Lower,421,422,1,sand
Lower,422,424,2,clay
Lower,424,438,14,sand
Lower,438,453,15,sand
Lower,453,455,2,sand
Lower,455,458,3,clay
Lower,458,498,40,sand
Lower,498,598,100,clay
Lower,598,600,2,sand
Lower,600,603,3,clay
Lower,603,604,1,sand
Lower,604,605,1,clay
Lower,605,609,4,sand
Lower,609,613,4,clay
Lower,613,618,5,sand
Lower,618,623,5,clay
Lower,623,628,5,sand
Lower,628,633,5,clay
Lower,633,645,12,sand
Lower,645,658,13,clay
Lower,658,670,12,sand
Lower,670,683,13,clay
