Aquifer,Top,Bot,Thick_ft,Description
Upper,0,10,10,sand
Upper,10,100,90,clay
Upper,100,118,18,sand
Upper,118,124,6,sand
Upper,124,130,6,clay
Upper,130,210,80,clay
Upper,210,215,5,sand
Upper,215,220,5,clay
Upper,220,228,8,sand
Upper,228,230,2,sand
Upper,230,232,2,clay
Lower,232,240,8,sand
Lower,240,265,25,clay
Lower,265,285,20,sand
Lower,285,360,75,clay
Lower,360,365,5,sand
Lower,365,395,30,sand
Lower,395,410,15,sand
Lower,410,460,50,sand
Lower,460,465,5,sand
Lower,465,470,5,clay
Lower,470,480,10,sand
Lower,480,490,10,clay
Lower,490,530,40,clay
Lower,530,580,50,sand
Lower,580,590,10,sand
Lower,590,625,35,sand
Lower,625,637,12,sand
Lower,637,650,13,clay
Lower,650,660,10,sand
Lower,660,670,10,clay
Lower,670,675,5,sand
Lower,675,680,5,clay
Lower,680,685,5,sand
Lower,685,690,5,clay
Lower,690,705,15,sand
Lower,705,720,15,clay
Lower,720,735,15,sand
Lower,735,750,15,clay
Lower,750,770,20,sand
Lower,770,790,20,clay
Lower,790,795,5,sand
Lower,795,800,5,clay
Lower,800,805,5,sand
Lower,805,810,5,clay
Lower,810,812,2,sand
Lower,812,815,3,clay
