Aquifer,Top,Bot,Thick_ft,Description
Upper,0,6,6,sand
Upper,6,13,7,clay
Upper,13,15,2,sand
Upper,15,18,3,clay
Upper,18,20,2,sand
Upper,20,22,2,clay
Upper,22,48,26,sand
Upper,48,74,26,clay
Upper,74,89,15,sand
Upper,89,104,15,clay
Upper,104,122,18,sand
Corcoran,122,140,18,clay
Corcoran,140,141,1,sand
Corcoran,141,143,2,clay
Corcoran,143,159,16,sand
Corcoran,159,163,4,clay
Lower,163,176,13,clay
Lower,176,182,6,sand
Lower,182,188,6,clay
Lower,188,204,16,sand
Lower,204,220,16,clay
Lower,220,222,2,sand
Lower,222,225,3,clay
Lower,225,231,6,sand
Lower,231,237,6,clay
Lower,237,240,3,sand
Lower,240,243,3,clay
Lower,243,250,7,sand
Lower,250,257,7,clay
Lower,257,272,15,sand
Lower,272,287,15,clay
Lower,287,289,2,sand
Lower,289,291,2,clay
Lower,291,318,27,sand
Lower,318,345,27,clay
Lower,345,350,5,sand
Lower,350,355,5,clay
Lower,355,360,5,sand
Lower,360,366,6,clay
Lower,366,368,2,sand
Lower,368,370,2,clay
Lower,370,371,1,sand
Lower,371,373,2,clay
Lower,373,374,1,sand
Lower,374,376,2,clay
Lower,376,391,15,sand
Lower,391,407,16,clay
Lower,407,408,1,sand
Lower,408,410,2,clay
Lower,410,415,5,sand
Lower,415,420,5,clay
Lower,420,427,7,sand
Lower,427,435,8,clay
Lower,435,440,5,sand
Lower,440,446,6,clay
Lower,446,452,6,sand
Lower,452,458,6,clay
Lower,458,463,5,sand
Lower,463,468,5,clay
Lower,468,482,14,sand
Lower,482,496,14,clay
Lower,496,499,3,sand
Lower,499,502,3,clay
Lower,502,507,5,sand
Lower,507,513,6,clay
Lower,513,520,7,sand
Lower,520,527,7,clay
Lower,527,528,1,sand
Lower,528,530,2,clay
Lower,530,539,9,sand
Lower,539,549,10,clay
Lower,549,554,5,sand
Lower,554,559,5,clay
Lower,559,579,20,sand
Lower,579,600,21,clay
Lower,600,670,70,sand
Lower,670,740,70,clay
Lower,740,745,5,sand
Lower,745,750,5,clay
Lower,750,755,5,sand
Lower,755,760,5,clay
Lower,760,764,4,sand
Lower,764,769,5,clay
Lower,769,771,2,sand
Lower,771,773,2,clay
Lower,773,781,8,sand
Lower,781,790,9,clay
Lower,790,792,2,sand
Lower,792,795,3,clay
Lower,795,797,2,sand
Lower,797,800,3,clay
Lower,800,803,3,sand
Lower,803,804,1,sand
Lower,804,805,1,clay
Lower,805,808,3,sand
Lower,808,812,4,clay
Lower,812,814,2,sand
