Aquifer,Top,Bot,Thick_ft,Description
Upper,0,3,3,sand
Upper,3,4,1,sand
Upper,4,6,2,clay
Upper,6,8,2,sand
Upper,8,11,3,clay
Upper,11,19,8,sand
Upper,19,27,8,clay
Upper,27,38,11,sand
Upper,38,50,12,clay
Upper,50,51,1,sand
Upper,51,53,2,clay
Upper,53,56,3,sand
Upper,56,60,4,clay
Upper,60,66,6,sand
Upper,66,73,7,clay
Upper,73,77,4,sand
Upper,77,82,5,clay
Upper,82,86,4,sand
Upper,86,90,4,clay
Upper,90,96,6,sand
Upper,96,111,15,sand
Upper,111,126,15,clay
Upper,126,129,3,sand
Upper,129,132,3,clay
Upper,132,143,11,sand
Upper,143,154,11,clay
Upper,154,156,2,sand
Upper,156,158,2,clay
Upper,158,160,2,sand
Upper,160,163,3,clay
Upper,163,166,3,sand
Upper,166,169,3,clay
Upper,169,180,11,sand
Upper,180,191,11,clay
Upper,191,193,2,sand
Upper,193,195,2,clay
Upper,195,198,3,sand
Upper,198,202,4,clay
Upper,202,207,5,sand
Upper,207,213,6,clay
Upper,213,216,3,sand
Upper,216,219,3,clay
Upper,219,221,2,sand
Upper,221,223,2,clay
Upper,223,224,1,sand
Upper,224,226,2,clay
Upper,226,228,2,sand
Upper,228,230,2,clay
Upper,230,241,11,clay
Upper,241,243,2,sand
Upper,243,246,3,clay
Upper,246,248,2,sand
Upper,248,250,2,clay
Upper,250,257,7,sand
Upper,257,265,8,sand
Upper,265,274,9,clay
Upper,274,276,2,sand
Upper,276,279,3,clay
Upper,279,283,4,clay
Upper,283,286,3,sand
Upper,286,290,4,clay
Upper,290,302,12,sand
Upper,302,315,13,clay
Upper,315,324,9,sand
Upper,324,333,9,clay
Upper,333,335,2,sand
Upper,335,337,2,clay
Upper,337,339,2,sand
Upper,339,341,2,clay
Upper,341,351,10,clay
Upper,351,358,7,sand
Upper,358,365,7,clay
Upper,365,372,7,sand
Upper,372,380,8,clay
Upper,380,387,7,sand
Upper,387,395,8,clay
Upper,395,407,12,sand
Corcoran,407,423,16,clay
Corcoran,423,436,13,sand
Corcoran,436,439,3,sand
Corcoran,439,442,3,clay
Corcoran,442,446,4,sand
Corcoran,446,450,4,clay
Lower,450,470,20,clay
Lower,470,490,20,sand
Lower,490,510,20,clay
Lower,510,530,20,sand
Lower,530,534,4,clay
Lower,534,537,3,sand
Lower,537,540,3,clay
Lower,540,541,1,sand
Lower,541,543,2,clay
Lower,543,545,2,sand
Lower,545,548,3,clay
Lower,548,552,4,sand
Lower,552,556,4,clay
Lower,556,568,12,sand
Lower,568,574,6,sand
Lower,574,581,7,clay
Lower,581,586,5,sand
Lower,586,591,5,clay
Lower,591,592,1,sand
Lower,592,594,2,clay
Lower,594,598,4,sand
Lower,598,602,4,clay
Lower,602,605,3,sand
Lower,605,608,3,clay
Lower,608,609,1,sand
Lower,609,611,2,clay
Lower,611,615,4,sand
Lower,615,619,4,clay
Lower,619,625,6,sand
Lower,625,632,7,clay
Lower,632,633,1,sand
Lower,633,635,2,clay
Lower,635,636,1,sand
Lower,636,638,2,clay
Lower,638,644,6,sand
Lower,644,650,6,clay
Lower,670,720,50,sand
Lower,720,770,50,clay
Lower,770,780,10,sand
Lower,780,790,10,clay
Lower,790,797,7,sand
Lower,797,805,8,clay
Lower,805,812,7,sand
Lower,812,820,8,clay
Lower,820,850,30,sand
Lower,850,880,30,clay
Lower,880,895,15,sand
Lower,895,910,15,clay
Lower,910,932,22,sand
Lower,932,955,23,clay
Lower,955,977,22,sand
Lower,977,1000,23,clay
Lower,1000,1002,2,sand
Lower,1002,1005,3,clay
Lower,1005,1007,2,sand
Lower,1007,1010,3,clay
Lower,1010,1120,110,sand
Lower,1120,1230,110,clay
Lower,1230,1240,10,sand
Lower,1240,1250,10,clay
Lower,1250,1262,12,sand
Lower,1262,1275,13,clay
Lower,1275,1281,6,sand
Lower,1281,1287,6,clay
Lower,1287,1289,2,sand
Lower,1289,1292,3,clay
Lower,1292,1298,6,sand
Lower,1298,1304,6,clay
Lower,1304,1306,2,sand
Lower,1306,1309,3,clay
Lower,1309,1311,2,sand
Lower,1311,1313,2,clay
Lower,1313,1320,7,sand
Lower,1320,1327,7,clay
Lower,1327,1333,6,sand
Lower,1333,1340,7,clay
Lower,1340,1350,10,sand
Lower,1350,1360,10,clay
Lower,1360,1362,2,sand
Lower,1362,1364,2,clay
Lower,1364,1369,5,sand
Lower,1369,1374,5,clay
Lower,1374,1377,3,sand
Lower,1377,1381,4,clay
Lower,1381,1389,8,sand
Lower,1389,1398,9,clay
Lower,1398,1400,2,sand
Lower,1400,1402,2,clay
Lower,1402,1405,3,sand
Lower,1405,1409,4,clay
Lower,1409,1415,6,sand
Lower,1415,1422,7,clay
Lower,1422,1424,2,sand
Lower,1424,1426,2,clay
Lower,1426,1427,1,sand
Lower,1427,1429,2,clay
Lower,1429,1432,3,sand
Lower,1432,1435,3,clay
Lower,1435,1436,1,sand
Lower,1436,1438,2,clay
Lower,1438,1441,3,sand
Lower,1441,1445,4,clay
Lower,1445,1454,9,sand
Lower,1454,1463,9,clay
Lower,1463,1467,4,sand
Lower,1467,1472,5,clay
Lower,1472,1484,12,sand
Lower,1484,1496,12,clay
Lower,1496,1516,20,sand
Lower,1516,1536,20,clay
Lower,1536,1537,1,sand
Lower,1537,1538,1,clay
Lower,1538,1574,36,sand
Lower,1574,1610,36,clay
Lower,1610,1613,3,sand
Lower,1613,1616,3,clay
Lower,1616,1618,2,sand
Lower,1618,1620,2,clay
Lower,1620,1624,4,sand
Lower,1624,1628,4,clay
Lower,1628,1629,1,sand
Lower,1629,1631,2,clay
Lower,1631,1632,1,sand
Lower,1632,1633,1,clay
Lower,1633,1635,2,sand
Lower,1635,1638,3,clay
Lower,1638,1639,1,sand
Lower,1639,1640,1,clay
Lower,1640,1645,5,sand
Lower,1645,1651,6,clay
Lower,1651,1658,7,sand
Lower,1658,1666,8,clay
Lower,1666,1670,4,sand
Lower,1670,1674,4,clay
Lower,1674,1675,1,sand
Lower,1675,1676,1,clay
Lower,1676,1685,9,sand
Lower,1685,1695,10,clay
Lower,1695,1701,6,sand
Lower,1701,1708,7,clay
Lower,1708,1712,4,sand
Lower,1712,1717,5,clay
Lower,1717,1727,10,sand
Lower,1727,1738,11,clay
Lower,1738,1747,9,sand
Lower,1747,1757,10,clay
Lower,1757,1761,4,sand
Lower,1761,1766,5,clay
Lower,1766,1770,4,sand
Lower,1770,1775,5,clay
Lower,1775,1784,9,sand
Lower,1784,1794,10,clay
Lower,1794,1795,1,sand
Lower,1795,1796,1,clay
Lower,1796,1803,7,sand
Lower,1803,1810,7,clay
Lower,1810,1812,2,sand
Lower,1812,1814,2,clay
Lower,1814,1818,4,sand
Lower,1818,1823,5,clay
Lower,1823,1832,9,sand
Lower,1832,1841,9,clay
Lower,1841,1844,3,sand
Lower,1844,1847,3,clay
Lower,1847,1855,8,sand
Lower,1855,1863,8,clay
Lower,1863,1869,6,sand
Lower,1869,1875,6,clay
Lower,1875,1885,10,sand
Lower,1885,1896,11,clay
Lower,1896,1905,9,sand
Lower,1905,1915,10,clay
Lower,1915,1917,2,sand
Lower,1917,1919,2,clay
Lower,1919,1921,2,sand
Lower,1921,1923,2,clay
Lower,1923,1927,4,sand
Lower,1927,1932,5,clay
Lower,1932,1936,4,sand
Lower,1936,1940,4,clay
Lower,1940,1959,19,sand
Lower,1959,1978,19,clay
Lower,1978,1981,3,sand
Lower,1981,1984,3,clay
Lower,1984,1995,11,sand
Lower,1995,2006,11,clay
Lower,2006,2013,7,sand
Lower,2013,2020,7,clay
Lower,2020,2028,8,sand
Lower,2028,2037,9,clay
Lower,2037,2041,4,sand
Lower,2041,2046,5,clay
Lower,2046,2047,1,sand
Lower,2047,2049,2,clay
Lower,2049,2050,1,sand
Lower,2050,2052,2,clay
Lower,2052,2053,1,sand
Lower,2053,2055,2,clay
Lower,2055,2056,1,sand
Lower,2056,2057,1,clay
Lower,2057,2057,0,sand
Lower,2057,2058,1,clay
Lower,2058,2060,2,sand
Lower,2060,2062,2,clay
Lower,2062,2065,3,sand
Lower,2065,2068,3,clay
Lower,2068,2069,1,sand
Lower,2069,2070,1,clay
Lower,2070,2072,2,sand
Lower,2072,2075,3,clay
Lower,2075,2078,3,sand
Lower,2078,2081,3,clay
Lower,2081,2088,7,sand
Lower,2088,2095,7,clay
Lower,2095,2099,4,sand
Lower,2099,2104,5,clay
Lower,2104,2110,6,sand
Lower,2110,2117,7,clay
Lower,2117,2120,3,sand
Lower,2120,2123,3,clay
