Aquifer,Top,Bot,Thick_ft,Description
Upper,0,1,1,sand
Upper,1,2,1,sand
Upper,2,3,1,clay
Upper,3,18,15,clay
Upper,18,19,1,sand
Upper,19,20,1,clay
Upper,20,30,10,sand
Upper,30,32,2,sand
Upper,32,35,3,clay
Upper,35,37,2,sand
Upper,37,40,3,clay
Upper,40,55,15,clay
Upper,55,57,2,sand
Upper,57,60,3,clay
Upper,60,75,15,clay
Upper,75,90,15,sand
Upper,90,115,25,clay
Upper,115,125,10,sand
Upper,125,135,10,clay
Lower,135,190,55,sand
Lower,190,200,10,clay
Lower,200,209,9,clay
Lower,209,212,3,sand
Lower,212,215,3,clay
Lower,215,243,28,clay
Lower,243,244,1,sand
Lower,244,246,2,clay
Lower,246,250,4,clay
Lower,250,260,10,sand
Lower,260,288,28,clay
Lower,288,291,3,sand
Lower,291,298,7,sand
Lower,298,306,8,clay
Lower,306,307,1,sand
Lower,307,309,2,clay
Lower,309,319,10,clay
Lower,319,321,2,sand
Lower,321,336,15,clay
Lower,336,337,1,sand
Lower,337,338,1,clay
Lower,338,344,6,clay
Lower,344,345,1,sand
Lower,345,346,1,clay
Lower,346,361,15,clay
Lower,362,364,2,sand
Lower,364,366,2,clay
Lower,366,367,1,sand
Lower,367,369,2,clay
Lower,369,389,20,clay
Lower,389,390,1,sand
Lower,390,392,2,clay
Lower,392,411,19,clay
Lower,411,416,5,sand
Lower,416,421,5,sand
Lower,421,427,6,clay
Lower,427,429,2,sand
Lower,429,432,3,clay
Lower,432,440,8,sand
Lower,440,448,8,clay
Lower,448,449,1,sand
Lower,449,450,1,clay
Lower,450,456,6,clay
Lower,456,457,1,sand
Lower,457,459,2,clay
Lower,459,498,39,clay
Lower,498,499,1,sand
Lower,499,500,1,clay
Lower,500,550,50,clay
Lower,550,552,2,sand
Lower,552,555,3,sand
Lower,555,558,3,clay
Lower,558,560,2,sand
Lower,560,562,2,clay
Lower,562,582,20,clay
Lower,582,583,1,sand
Lower,583,584,1,clay
Lower,584,587,3,clay
Lower,587,591,4,sand
Lower,591,640,49,clay
